,loss_A,loss_B,lossFair_max
0,0.3394711339409416,0.005811749111401943,0.07544015846543206
1,0.6002421565527809,0.007166179750824135,0.22481589105631447
2,0.43221540591627117,0.010668030278449371,0.11830014701706826
3,0.35619915320626416,0.008801221608070352,0.10278215683085432
4,0.39643056514352576,0.009856390965465263,0.11388476657060974
5,0.42879104143929125,0.009972760615878052,0.12300743348147318
6,0.5108410141838923,0.00943731507414566,0.14128211738691127
7,0.5541737921483455,0.009749538022767146,0.15770077750062073
8,0.5011232290459611,0.008554234019497889,0.15019057564541483
9,0.5880041351574294,0.008896513739231917,0.18225550506663213
10,0.6157213266239406,0.009432079108857266,0.1890568646270465
11,0.5958420984202851,0.008993925780656725,0.1862509053473551
12,0.6261321563975184,0.008926327367533873,0.19051078100684887
13,0.5977959076612754,0.00901517242717027,0.18544594295231434
14,0.6000220487185003,0.00891998138475494,0.1879839915188883
15,0.5935301147628117,0.008471789323891896,0.18525063980115392
16,0.6038091579286055,0.009331935971188851,0.1837380090960683
17,0.5653241892444723,0.00849127414849304,0.1799653167898963
18,0.5821447117156516,0.00835437526077587,0.18768586924458694
19,0.5729956869299149,0.008702121565992614,0.18509097016337306
